,birth_year,credit_score,yearly_income,income_type,employment_type,houseown_type,desired_amount,purpose,existing_loan_cnt,existing_loan_amt,gender,time,cluster,count,kmeans_minmax
24238,40,670.0,3000000.0,FREELANCER,기타,기타가족소유,10000000.0,생활비,1.0,18000000.0,1.0,266,0,1,2
24240,40,950.0,117000000.0,EARNEDINCOME,정규직,자가,50000000.0,생활비,2.0,103000000.0,1.0,591,0,2,3
24242,30,620.0,25000000.0,FREELANCER,기타,기타가족소유,5000000.0,대환대출,4.0,26000000.0,0.0,740,0,5,2
24243,30,760.0,35000000.0,FREELANCER,기타,기타가족소유,30000000.0,생활비,3.0,19000000.0,1.0,334,0,1,2
24251,20,620.0,2000000.0,EARNEDINCOME,계약직,전월세,3000000.0,생활비,7.0,7000000.0,1.0,985,0,6,3
24260,30,930.0,50000000.0,EARNEDINCOME,정규직,자가,50000000.0,생활비,3.0,84000000.0,0.0,220,0,1,1
24265,30,920.0,32000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,4.0,53000000.0,0.0,1381,0,5,1
24268,50,940.0,34000000.0,EARNEDINCOME,정규직,자가,100000000.0,기타,3.0,84000000.0,1.0,35,0,1,0
24278,20,740.0,50000000.0,PRIVATEBUSINESS,정규직,기타가족소유,100000000.0,생활비,2.0,27000000.0,1.0,139,0,1,3
24279,50,580.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,생활비,4.0,44000000.0,0.0,3404,0,18,1
24285,50,680.0,25000000.0,FREELANCER,기타,기타가족소유,25000000.0,대환대출,1.0,24000000.0,0.0,457,0,1,2
24286,30,600.0,43000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,4.0,99000000.0,1.0,271,0,3,3
24300,30,900.0,34000000.0,EARNEDINCOME,정규직,자가,30000000.0,생활비,2.0,37000000.0,0.0,1383,0,4,1
24302,40,620.0,45000000.0,EARNEDINCOME,정규직,전월세,80000000.0,대환대출,3.0,43000000.0,1.0,848,0,1,0
24310,20,600.0,30000000.0,EARNEDINCOME,계약직,기타가족소유,2000000.0,생활비,3.0,26000000.0,1.0,250,0,1,3
24348,20,900.0,50000000.0,EARNEDINCOME,정규직,전월세,20000000.0,전월세보증금,3.0,43000000.0,0.0,1885,0,2,1
24350,30,950.0,130000000.0,EARNEDINCOME,정규직,자가,99000000.0,대환대출,3.0,84000000.0,1.0,390,0,1,0
24357,30,760.0,30000000.0,EARNEDINCOME,계약직,전월세,30000000.0,생활비,1.0,30000000.0,1.0,529,0,1,3
24365,40,690.0,35000000.0,FREELANCER,기타,자가,100000000.0,대환대출,3.0,53000000.0,1.0,617,0,3,2
24369,20,600.0,15000000.0,EARNEDINCOME2,기타,전월세,3000000.0,생활비,3.0,21000000.0,0.0,2012,0,3,2
24377,30,650.0,35000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,8.0,102000000.0,1.0,519,0,1,3
24380,70,770.0,15000000.0,OTHERINCOME,기타,자가,5000000.0,생활비,7.0,45000000.0,0.0,2758,0,9,2
24384,30,690.0,36000000.0,EARNEDINCOME,정규직,전월세,5000000.0,대환대출,3.0,43000000.0,0.0,701,0,3,1
24387,20,750.0,30000000.0,EARNEDINCOME,계약직,기타가족소유,10000000.0,생활비,1.0,18000000.0,1.0,543,0,1,3
24400,30,840.0,36000000.0,FREELANCER,기타,자가,15000000.0,사업자금,3.0,26000000.0,1.0,528,0,1,2
24410,30,760.0,36000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,4.0,63000000.0,0.0,138,0,2,1
24422,20,630.0,6000000.0,OTHERINCOME,기타,기타가족소유,6000000.0,생활비,3.0,18000000.0,1.0,0,0,1,2
24423,30,580.0,0.0,OTHERINCOME,기타,기타가족소유,10000000.0,생활비,3.0,24000000.0,0.0,541,0,5,2
24427,50,710.0,24000000.0,EARNEDINCOME,계약직,자가,10000000.0,기타,3.0,52000000.0,0.0,0,0,1,1
24434,30,940.0,52000000.0,EARNEDINCOME,정규직,자가,150000000.0,전월세보증금,2.0,101000000.0,1.0,290,0,1,0
24438,40,810.0,30000000.0,PRIVATEBUSINESS,기타,기타가족소유,15000000.0,대환대출,3.0,35000000.0,1.0,356,0,3,2
24442,40,710.0,30000000.0,FREELANCER,기타,전월세,30000000.0,대환대출,4.0,33000000.0,0.0,3540,0,6,2
24447,30,910.0,100000000.0,EARNEDINCOME,정규직,전월세,100000000.0,자동차구입,2.0,352000000.0,1.0,203,0,1,0
24455,40,620.0,24000000.0,PRIVATEBUSINESS,기타,자가,5000000.0,대환대출,6.0,127000000.0,0.0,280,0,1,2
24469,30,570.0,45000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,3.0,43000000.0,1.0,295,0,1,3
24472,40,680.0,33000000.0,PRIVATEBUSINESS,기타,자가,50000000.0,생활비,3.0,23000000.0,0.0,976,0,1,2
24473,30,740.0,8000000.0,PRIVATEBUSINESS,기타,전월세,20000000.0,사업자금,6.0,192000000.0,1.0,223,0,2,2
24475,20,600.0,24000000.0,EARNEDINCOME,계약직,기타가족소유,10000000.0,생활비,5.0,27000000.0,0.0,0,0,1,1
24493,30,620.0,35000000.0,FREELANCER,기타,전월세,10000000.0,전월세보증금,3.0,23000000.0,1.0,373,0,2,2
24498,40,870.0,50000000.0,EARNEDINCOME,정규직,자가,0.0,생활비,3.0,84000000.0,1.0,577,0,1,3
24499,30,680.0,24000000.0,FREELANCER,기타,전월세,5000000.0,생활비,2.0,11000000.0,0.0,44,0,1,2
24503,40,980.0,140000000.0,EARNEDINCOME,정규직,자가,236000000.0,대환대출,6.0,339000000.0,0.0,398,0,1,1
24510,40,750.0,131000000.0,EARNEDINCOME,정규직,전월세,300000000.0,대환대출,8.0,283000000.0,1.0,1232,0,5,0
24514,30,830.0,35000000.0,PRIVATEBUSINESS,기타,기타가족소유,25000000.0,대환대출,1.0,21000000.0,1.0,303,0,1,2
24516,50,540.0,400000000.0,FREELANCER,기타,기타가족소유,3000000.0,생활비,15.0,64000000.0,1.0,545,0,4,2
24522,40,950.0,180000000.0,EARNEDINCOME,정규직,자가,600000000.0,주택구입,2.0,313000000.0,1.0,924,0,1,0
24524,50,680.0,50000000.0,FREELANCER,기타,전월세,30000000.0,대환대출,4.0,32000000.0,1.0,520,0,1,2
24530,30,580.0,60000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,생활비,8.0,113000000.0,1.0,238,0,5,3
24533,50,650.0,25000000.0,PRIVATEBUSINESS,기타,전월세,40000000.0,대환대출,11.0,50000000.0,0.0,208,0,6,2
24536,30,720.0,2000000.0,EARNEDINCOME,일용직,기타가족소유,25000000.0,생활비,1.0,18000000.0,1.0,73,0,1,3
24545,40,650.0,75000000.0,EARNEDINCOME,정규직,자가,50000000.0,대환대출,7.0,189000000.0,1.0,492,0,2,0
24564,20,570.0,1000000.0,EARNEDINCOME2,기타,전월세,2000000.0,생활비,3.0,11000000.0,0.0,3998,0,15,2
24567,40,910.0,300000000.0,PRIVATEBUSINESS,기타,전월세,41000000.0,대환대출,1.0,41000000.0,0.0,300,0,1,2
24571,40,710.0,36000000.0,FREELANCER,기타,전월세,50000000.0,대환대출,1.0,48000000.0,1.0,838,0,9,2
24573,30,950.0,500000000.0,EARNEDINCOME,정규직,전월세,50000000.0,대환대출,9.0,714000000.0,1.0,224,0,1,0
24580,20,590.0,22000000.0,FREELANCER,기타,전월세,10000000.0,생활비,3.0,23000000.0,0.0,213,0,2,2
24581,30,950.0,0.0,OTHERINCOME,기타,전월세,1000000.0,생활비,1.0,18000000.0,1.0,212,0,1,2
24582,30,960.0,30000000.0,EARNEDINCOME,정규직,자가,20000000.0,대환대출,4.0,26000000.0,0.0,1371,0,2,1
24587,20,950.0,29000000.0,PRIVATEBUSINESS,기타,전월세,30000000.0,대환대출,2.0,24000000.0,1.0,1188,0,1,2
24591,40,700.0,40000000.0,EARNEDINCOME,정규직,전월세,70000000.0,대환대출,5.0,74000000.0,1.0,976,0,4,0
24601,40,700.0,72000000.0,EARNEDINCOME,정규직,자가,50000000.0,대환대출,2.0,141000000.0,1.0,1672,0,12,0
24614,30,830.0,60000000.0,PRIVATEBUSINESS,기타,전월세,50000000.0,사업자금,1.0,9000000.0,1.0,369,0,1,2
24617,40,660.0,50000000.0,OTHERINCOME,기타,자가,20000000.0,대환대출,2.0,32000000.0,0.0,434,0,2,2
24619,30,560.0,20000000.0,OTHERINCOME,기타,기타가족소유,50000000.0,사업자금,2.0,23000000.0,1.0,267,0,1,2
24621,50,620.0,24000000.0,OTHERINCOME,기타,자가,10000000.0,생활비,12.0,367000000.0,0.0,613,0,1,2
24626,20,720.0,26000000.0,EARNEDINCOME2,기타,기타가족소유,3000000.0,생활비,3.0,8000000.0,1.0,220,0,1,2
24630,40,820.0,25000000.0,EARNEDINCOME,정규직,전월세,40000000.0,기타,3.0,43000000.0,0.0,11,0,1,1
24641,40,740.0,32000000.0,EARNEDINCOME,계약직,전월세,32000000.0,대환대출,2.0,40000000.0,0.0,684,0,5,1
24645,50,720.0,48000000.0,EARNEDINCOME,계약직,전월세,50000000.0,대환대출,2.0,49000000.0,1.0,186,0,1,0
24646,60,620.0,35000000.0,EARNEDINCOME,계약직,전월세,10000000.0,생활비,7.0,203000000.0,1.0,1353,0,16,3
24647,20,830.0,50000000.0,FREELANCER,기타,기타가족소유,2000000.0,기타,3.0,23000000.0,1.0,2189,0,4,2
24650,40,610.0,26000000.0,EARNEDINCOME,정규직,전월세,60000000.0,대환대출,5.0,59000000.0,0.0,1106,0,6,1
24654,50,930.0,20000000.0,EARNEDINCOME,정규직,자가,30000000.0,사업자금,1.0,14000000.0,1.0,1849,0,6,0
24657,30,590.0,40000000.0,EARNEDINCOME,계약직,기타가족소유,30000000.0,사업자금,3.0,67000000.0,1.0,1140,0,5,0
24658,40,1000.0,40000000.0,EARNEDINCOME,정규직,자가,30000000.0,대환대출,3.0,104000000.0,1.0,329,0,2,0
24664,40,620.0,45000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,5.0,79000000.0,1.0,324,0,1,3
24670,30,890.0,50000000.0,PRIVATEBUSINESS,기타,전월세,50000000.0,사업자금,2.0,169000000.0,1.0,1352,0,4,2
24678,40,700.0,46000000.0,EARNEDINCOME,정규직,기타가족소유,40000000.0,대환대출,2.0,76000000.0,1.0,811,0,6,0
24689,50,710.0,30000000.0,EARNEDINCOME,정규직,전월세,15000000.0,대환대출,1.0,5000000.0,0.0,832,0,7,1
24701,40,750.0,27000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,3.0,43000000.0,1.0,1558,0,2,3
24708,20,830.0,50000000.0,EARNEDINCOME,정규직,전월세,1000000.0,생활비,3.0,43000000.0,1.0,136,0,1,3
24724,50,570.0,25000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,3.0,43000000.0,0.0,692,0,1,1
24725,50,780.0,80000000.0,PRIVATEBUSINESS,기타,전월세,10000000.0,생활비,2.0,24000000.0,1.0,0,0,1,2
24733,30,580.0,50000000.0,PRACTITIONER,계약직,전월세,20000000.0,대환대출,1.0,15000000.0,0.0,1928,0,7,1
24739,50,850.0,10000000.0,PRIVATEBUSINESS,기타,전월세,25000000.0,대환대출,3.0,124000000.0,0.0,581,0,1,2
24742,30,690.0,47000000.0,EARNEDINCOME,정규직,전월세,70000000.0,대환대출,5.0,228000000.0,1.0,932,0,1,0
24768,20,740.0,31000000.0,PRACTITIONER,정규직,전월세,5000000.0,생활비,2.0,36000000.0,1.0,1,0,1,3
24772,50,940.0,85000000.0,EARNEDINCOME,정규직,자가,80000000.0,대환대출,4.0,113000000.0,1.0,172,0,1,0
24776,40,660.0,25000000.0,FREELANCER,기타,자가,5000000.0,생활비,5.0,19000000.0,0.0,864,0,3,2
24779,40,970.0,84000000.0,EARNEDINCOME,정규직,자가,79000000.0,대환대출,3.0,84000000.0,1.0,1871,0,4,0
24784,30,680.0,25000000.0,PRIVATEBUSINESS,계약직,전월세,2000000.0,생활비,5.0,14000000.0,0.0,549,0,2,1
24790,20,540.0,20000000.0,EARNEDINCOME,정규직,전월세,10000000.0,대환대출,3.0,43000000.0,0.0,326,0,1,1
24791,40,700.0,25000000.0,FREELANCER,기타,기타가족소유,5000000.0,생활비,3.0,19000000.0,1.0,1743,0,4,2
24792,40,660.0,60000000.0,EARNEDINCOME,정규직,전월세,50000000.0,대환대출,3.0,43000000.0,0.0,965,0,5,1
24794,20,560.0,35000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,3.0,43000000.0,0.0,679,0,4,1
24801,30,680.0,47000000.0,EARNEDINCOME,정규직,전월세,42000000.0,대환대출,3.0,43000000.0,1.0,486,0,2,0
24805,30,600.0,60000000.0,EARNEDINCOME,계약직,기타가족소유,3000000.0,생활비,3.0,26000000.0,1.0,471,0,1,3
24810,40,1000.0,80000000.0,PRIVATEBUSINESS,정규직,기타가족소유,100000000.0,기타,2.0,25000000.0,1.0,24,0,2,0
24811,30,640.0,48000000.0,OTHERINCOME,기타,기타가족소유,40000000.0,생활비,3.0,120000000.0,1.0,816,0,3,2
24812,50,720.0,100000000.0,OTHERINCOME,기타,자가,20000000.0,주택구입,4.0,28000000.0,0.0,798,0,3,2
24836,40,570.0,73000000.0,EARNEDINCOME,정규직,자가,3000000.0,생활비,9.0,115000000.0,1.0,2364,0,24,3
24837,40,680.0,75000000.0,EARNEDINCOME,정규직,자가,40000000.0,대환대출,5.0,216000000.0,1.0,740,0,2,0
24847,40,690.0,36000000.0,PRIVATEBUSINESS,기타,자가,50000000.0,생활비,1.0,18000000.0,1.0,708,0,3,2
24848,40,730.0,45000000.0,PRIVATEBUSINESS,기타,기타가족소유,3000000.0,생활비,3.0,54000000.0,1.0,163,0,2,2
24865,30,600.0,20000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,7.0,34000000.0,1.0,1963,0,4,3
24874,50,850.0,0.0,OTHERINCOME,기타,자가,30000000.0,대환대출,4.0,18000000.0,1.0,700,0,3,2
24875,40,620.0,40000000.0,FREELANCER,기타,전월세,10000000.0,생활비,1.0,10000000.0,1.0,1321,0,4,2
24876,50,720.0,40000000.0,EARNEDINCOME2,정규직,전월세,50000000.0,생활비,2.0,196000000.0,0.0,732,0,9,1
24882,40,810.0,70000000.0,PRIVATEBUSINESS,기타,자가,30000000.0,사업자금,1.0,18000000.0,1.0,2979,0,5,2
24894,30,660.0,36000000.0,EARNEDINCOME2,정규직,기타가족소유,3000000.0,전월세보증금,3.0,23000000.0,1.0,182,0,1,0
24897,20,620.0,40000000.0,PRACTITIONER,정규직,기타가족소유,10000000.0,대환대출,2.0,19000000.0,0.0,679,0,1,1
24902,20,690.0,20000000.0,EARNEDINCOME2,정규직,전월세,3000000.0,생활비,1.0,5000000.0,1.0,544,0,4,3
24905,40,590.0,30000000.0,EARNEDINCOME,정규직,자가,30000000.0,대환대출,13.0,277000000.0,1.0,1452,0,12,0
24907,30,690.0,35000000.0,PRIVATEBUSINESS,정규직,기타가족소유,10000000.0,사업자금,4.0,21000000.0,0.0,511,0,2,1
24914,10,770.0,11000000.0,EARNEDINCOME,계약직,기타가족소유,1000000.0,생활비,3.0,26000000.0,1.0,647,0,1,3
24920,60,700.0,2000000.0,OTHERINCOME,기타,전월세,3000000.0,생활비,3.0,20000000.0,0.0,79,0,1,2
24933,30,820.0,29000000.0,OTHERINCOME,기타,전월세,4000000.0,생활비,2.0,7000000.0,0.0,385,0,1,2
24944,40,640.0,80000000.0,EARNEDINCOME,기타,자가,1000000.0,생활비,16.0,115000000.0,1.0,832,0,4,3
24947,40,600.0,2000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,5.0,39000000.0,0.0,3133,0,4,1
24968,60,750.0,90000000.0,PRIVATEBUSINESS,기타,전월세,20000000.0,사업자금,5.0,49000000.0,0.0,1566,0,1,2
24969,30,820.0,22000000.0,OTHERINCOME,기타,기타가족소유,50000000.0,생활비,1.0,18000000.0,1.0,61,0,1,2
24972,20,730.0,0.0,OTHERINCOME,기타,전월세,30000000.0,사업자금,7.0,129000000.0,0.0,281,0,3,2
24973,30,630.0,36000000.0,EARNEDINCOME,정규직,기타가족소유,26000000.0,대환대출,4.0,64000000.0,1.0,792,0,6,0
24975,50,540.0,120000000.0,PRIVATEBUSINESS,기타,자가,20000000.0,사업자금,7.0,121000000.0,1.0,1578,0,5,2
24978,40,650.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,2.0,33000000.0,1.0,355,0,2,0
24987,30,910.0,55000000.0,EARNEDINCOME,정규직,전월세,16000000.0,자동차구입,4.0,35000000.0,1.0,571,0,2,0
24990,20,620.0,40000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,12.0,133000000.0,1.0,405,0,2,3
24995,30,910.0,55000000.0,EARNEDINCOME,정규직,전월세,100000000.0,투자,3.0,52000000.0,1.0,869,0,9,0
25001,30,620.0,250000000.0,EARNEDINCOME,정규직,자가,100000000.0,생활비,6.0,580000000.0,1.0,422,0,1,3
25006,30,720.0,37000000.0,EARNEDINCOME,정규직,전월세,50000000.0,주택구입,7.0,163000000.0,0.0,452,0,3,1
25013,20,950.0,34000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,투자,1.0,18000000.0,1.0,776,0,1,0
25018,30,920.0,55000000.0,EARNEDINCOME,정규직,자가,40000000.0,생활비,2.0,72000000.0,1.0,445,0,1,3
25019,40,770.0,37000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,6.0,95000000.0,1.0,43,0,1,3
25021,20,680.0,35000000.0,EARNEDINCOME2,계약직,기타가족소유,15000000.0,대환대출,1.0,16000000.0,1.0,388,0,2,0
25027,20,730.0,36000000.0,EARNEDINCOME,정규직,전월세,15000000.0,대환대출,2.0,51000000.0,1.0,936,0,2,0
25035,20,930.0,26000000.0,EARNEDINCOME,정규직,기타가족소유,33000000.0,대환대출,2.0,15000000.0,1.0,858,0,2,0
25036,30,680.0,37000000.0,EARNEDINCOME,정규직,기타가족소유,42000000.0,대환대출,3.0,9000000.0,1.0,2105,0,6,0
25045,20,750.0,30000000.0,FREELANCER,기타,전월세,10000000.0,생활비,1.0,18000000.0,1.0,563,0,1,2
25048,20,930.0,47000000.0,EARNEDINCOME,정규직,전월세,350000000.0,주택구입,3.0,43000000.0,1.0,136,0,1,0
25054,30,690.0,29000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,5.0,25000000.0,0.0,1409,0,2,1
25057,40,520.0,64000000.0,EARNEDINCOME,정규직,전월세,3000000.0,생활비,9.0,95000000.0,1.0,964,0,13,3
25059,30,670.0,36000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,2.0,50000000.0,0.0,2162,0,5,1
25060,30,950.0,72000000.0,EARNEDINCOME,정규직,전월세,150000000.0,주택구입,1.0,1000000.0,0.0,1666,0,4,1
25061,20,730.0,32000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,2.0,69000000.0,1.0,1167,0,1,3
25070,40,520.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,3000000.0,생활비,4.0,23000000.0,1.0,721,0,3,3
25075,30,690.0,29000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,기타,1.0,7000000.0,1.0,200,0,1,0
25076,30,710.0,35000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,8.0,78000000.0,0.0,649,0,1,1
25096,50,860.0,240000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,3.0,28000000.0,0.0,377,0,1,1
25099,30,920.0,85000000.0,EARNEDINCOME,정규직,전월세,50000000.0,생활비,4.0,214000000.0,1.0,1078,0,2,3
25100,30,700.0,20000000.0,FREELANCER,기타,기타가족소유,16000000.0,대환대출,1.0,18000000.0,0.0,5646,0,9,2
25103,30,690.0,45000000.0,EARNEDINCOME,정규직,전월세,21000000.0,대환대출,2.0,21000000.0,1.0,1035,0,2,0
25108,30,560.0,35000000.0,EARNEDINCOME2,일용직,전월세,3000000.0,생활비,6.0,16000000.0,1.0,304,0,4,3
25111,20,720.0,0.0,OTHERINCOME,기타,전월세,5000000.0,생활비,2.0,18000000.0,0.0,3890,0,11,2
25114,30,750.0,3000000.0,EARNEDINCOME,정규직,기타가족소유,25000000.0,대환대출,1.0,25000000.0,1.0,895,0,2,0
25118,30,1000.0,103000000.0,EARNEDINCOME,정규직,기타가족소유,230000000.0,주택구입,1.0,0.0,1.0,560,0,3,0
25127,40,560.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,3000000.0,생활비,6.0,49000000.0,0.0,2571,0,5,1
25128,30,610.0,24000000.0,EARNEDINCOME,정규직,전월세,4000000.0,생활비,5.0,28000000.0,0.0,373,0,2,1
25130,20,650.0,36000000.0,EARNEDINCOME2,기타,기타가족소유,40000000.0,생활비,2.0,14000000.0,1.0,16,0,1,2
25139,30,570.0,43000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,13.0,61000000.0,1.0,491,0,3,3
25153,20,720.0,27000000.0,EARNEDINCOME,정규직,전월세,2000000.0,생활비,3.0,8000000.0,1.0,258,0,1,3
25162,30,920.0,51000000.0,EARNEDINCOME,정규직,전월세,296000000.0,전월세보증금,2.0,321000000.0,1.0,289,0,1,0
25167,30,720.0,35000000.0,EARNEDINCOME,정규직,자가,30000000.0,대환대출,3.0,38000000.0,1.0,95,0,2,0
25169,30,830.0,40000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,4.0,102000000.0,1.0,472,0,3,0
25170,20,610.0,25000000.0,OTHERINCOME,기타,전월세,6000000.0,대환대출,3.0,161000000.0,0.0,1802,0,2,2
25172,20,650.0,24000000.0,FREELANCER,기타,전월세,1000000.0,생활비,2.0,2000000.0,1.0,239,0,1,2
25178,40,680.0,36000000.0,EARNEDINCOME,정규직,전월세,1000000000.0,생활비,6.0,95000000.0,1.0,1018,0,3,3
25184,30,970.0,48000000.0,EARNEDINCOME,정규직,전월세,13000000.0,대환대출,3.0,13000000.0,1.0,437,0,1,0
25187,30,550.0,25000000.0,EARNEDINCOME2,기타,전월세,30000000.0,사업자금,4.0,33000000.0,0.0,744,0,2,2
25203,30,620.0,24000000.0,FREELANCER,기타,전월세,3000000.0,생활비,3.0,9000000.0,1.0,404,0,1,2
25220,30,630.0,19000000.0,EARNEDINCOME,정규직,기타가족소유,15000000.0,대환대출,3.0,36000000.0,1.0,493,0,1,0
25241,30,650.0,43000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,6.0,21000000.0,1.0,213,0,1,0
25245,40,620.0,50000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,6.0,101000000.0,1.0,261,0,1,3
25253,50,790.0,20000000.0,OTHERINCOME,기타,전월세,50000000.0,생활비,3.0,20000000.0,0.0,389,0,1,2
25258,20,480.0,23000000.0,EARNEDINCOME2,계약직,전월세,1000000.0,생활비,3.0,20000000.0,1.0,604,0,1,3
25267,50,810.0,30000000.0,EARNEDINCOME,정규직,자가,7000000.0,생활비,2.0,12000000.0,0.0,215,0,1,1
25268,40,740.0,25000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,5.0,107000000.0,0.0,747,0,1,1
25283,40,640.0,50000000.0,OTHERINCOME,기타,기타가족소유,40000000.0,생활비,5.0,31000000.0,0.0,529,0,5,2
25287,50,690.0,60000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,9.0,89000000.0,1.0,941,0,4,3
25290,40,610.0,22000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,5.0,65000000.0,1.0,162,0,1,3
25291,40,630.0,43000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,자동차구입,3.0,19000000.0,1.0,546,0,2,0
25292,60,740.0,28000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,2.0,4000000.0,1.0,1240,0,3,3
25293,50,980.0,115000000.0,EARNEDINCOME,정규직,자가,20000000.0,투자,4.0,233000000.0,1.0,1392,0,2,0
25299,40,760.0,110000000.0,EARNEDINCOME,정규직,자가,30000000.0,생활비,7.0,188000000.0,1.0,619,0,2,3
25304,30,980.0,80000000.0,EARNEDINCOME2,정규직,자가,20000000.0,대환대출,2.0,6000000.0,1.0,1591,0,2,0
25305,30,680.0,36000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,3.0,34000000.0,1.0,3340,0,5,0
25308,50,760.0,50000000.0,PRIVATEBUSINESS,정규직,기타가족소유,20000000.0,사업자금,2.0,25000000.0,1.0,1288,0,1,0
25309,30,620.0,30000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,6.0,51000000.0,1.0,102,0,1,3
25312,40,720.0,57000000.0,EARNEDINCOME,정규직,자가,3000000.0,생활비,1.0,18000000.0,1.0,456,0,1,3
25319,40,850.0,50000000.0,EARNEDINCOME,정규직,기타가족소유,4000000.0,생활비,7.0,29000000.0,1.0,1892,0,12,3
